Time;Elec_Central;ElecLoadVehicles;H2LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;Massflow;Generation;Generation;load;load
s;MW;MW;kg/h;MW;MW;MW;MW
true;true;true;true;true;true;true;true
676800;0.20965471315661502;0.0285;2.357865837;0.0;0.12164;0.652714;0.0
680400;0.16914324566193767;0.0285;2.357865837;0.0;0.117478;0.63013;0.0
684000;0.10808103408912155;0.0285;2.357865837;0.0;0.115248;0.642137;0.0
687600;0.08306678975801869;0.0285;2.357865837;0.0;0.111383;0.656295;0.0
691200;0.06926626532781197;0.0285;2.357865837;0.0;0.106666;0.6574030000000001;0.0
694800;0.06581405274561263;0.0285;2.357865837;0.0;0.10141;0.677136;0.0
698400;0.06291660447535047;0.0285;2.357865837;0.0;0.09457800000000001;0.690928;0.0
702000;0.06232734478506417;0.0285;2.357865837;0.0;0.086976;0.6966559999999999;0.0
705600;0.09335489988102179;0.0285;2.357865837;0.0;0.078514;0.6968909999999999;0.0
709200;0.18506660234208253;0.0285;2.357865837;0.0;0.071101;0.701145;0.0
712800;0.24434981422102858;0.0285;2.357865837;0.0;0.064089;0.719697;0.0
716400;0.21080136377176553;0.0285;2.357865837;0.0;0.060266;0.754338;0.0
720000;0.20414971948543342;0.0285;2.357865837;0.0;0.06529;0.778246;0.0
723600;0.18907428014810615;0.0285;2.357865837;1.0880000000000001e-05;0.061071;0.7861950000000001;0.0
727200;0.20285463241530224;0.0285;2.357865837;5.8973e-05;0.057868;0.775851;0.0
730800;0.2237676052559957;0.0285;2.357865837;0.00010772499999999999;0.053936;0.753162;0.0
734400;0.21699393505097272;0.0285;2.357865837;0.00011584699999999999;0.07222100000000001;0.7311559999999999;0.0
738000;0.22680436165144463;0.0285;2.357865837;0.000107574;0.092482;0.708991;0.0
741600;0.19857345814028068;0.0285;2.357865837;8.1838e-05;0.09187999999999999;0.684844;0.0
745200;0.2236102026122747;0.0285;2.357865837;3.5825000000000003e-05;0.082793;0.668948;0.0
748800;0.19490498595135372;0.0285;2.357865837;1.615e-06;0.073727;0.672683;0.0
752400;0.21428751321428202;0.0285;2.357865837;0.0;0.072159;0.711159;0.0
756000;0.21745727166602868;0.0285;2.357865837;0.0;0.072158;0.778046;0.0
759600;0.23250911022390502;0.0285;2.357865837;0.0;0.06856699999999999;0.7961309999999999;0.0
763200;0.20419947732932384;0.0285;2.357865837;0.0;0.064979;0.7614869999999999;0.0
766800;0.17884006796149804;0.0285;2.357865837;0.0;0.059331;0.738722;0.0
770400;0.1140782399802969;0.0285;2.357865837;0.0;0.048088;0.7561;0.0
774000;0.07883942822579244;0.0285;2.357865837;0.0;0.036262;0.775748;0.0
777600;0.0684089333151364;0.0285;2.357865837;0.0;0.029280999999999998;0.779601;0.0
781200;0.06561085143832221;0.0285;2.357865837;0.0;0.02767;0.8051309999999999;0.0
784800;0.06249776254013735;0.0285;2.357865837;0.0;0.025228;0.8231660000000001;0.0
788400;0.06421372949595532;0.0285;2.357865837;0.0;0.024074;0.831058;0.0
792000;0.09713638783043463;0.0285;2.357865837;0.0;0.02395;0.831792;0.0
795600;0.19456742167375973;0.0285;2.357865837;0.0;0.021985;0.836673;0.0
799200;0.23874432137785007;0.0285;2.357865837;0.0;0.019063;0.857908;0.0
802800;0.2134150110302932;0.0285;2.357865837;0.0;0.015607;0.897486;0.0
806400;0.19437945530144293;0.0285;2.357865837;0.0;0.012405;0.923339;0.0
810000;0.19372000501572495;0.0285;2.357865837;4e-06;0.010105000000000001;0.929292;0.0
813600;0.20615169644883172;0.0285;2.357865837;1.1284e-05;0.008067;0.91276;0.0
817200;0.2148148604114899;0.0285;2.357865837;1.6681000000000002e-05;0.004875;0.881015;0.0
820800;0.21675992568530167;0.0285;2.357865837;2.2998000000000002e-05;0.004292;0.849504;0.0
824400;0.21076435973232766;0.0285;2.357865837;2.1045000000000003e-05;0.0042910000000000005;0.817301;0.0
828000;0.20449686273312379;0.0285;2.357865837;2.2732e-05;0.005129;0.782413;0.0
831600;0.21288985906808072;0.0285;2.357865837;1.1795e-05;0.006883;0.756653;0.0
835200;0.19470940557066285;0.0285;2.357865837;1.74e-07;0.011789999999999998;0.7526309999999999;0.0
838800;0.20957775338569495;0.0285;2.357865837;0.0;0.016102;0.786427;0.0
842400;0.20627006165712924;0.0285;2.357865837;0.0;0.018236000000000002;0.849804;0.0
846000;0.22600078726938372;0.0285;2.357865837;0.0;0.019887000000000002;0.8583540000000001;0.0
849600;0.20365949358489588;0.0285;2.357865837;0.0;0.021848;0.810036;0.0
853200;0.16397837475935934;0.0285;2.357865837;0.0;0.023732;0.7750309999999999;0.0
856800;0.10926713283299198;0.0285;2.357865837;0.0;0.025078;0.7821549999999999;0.0
860400;0.08111531166992104;0.0285;2.357865837;0.0;0.027239;0.791101;0.0
864000;0.06857167457602163;0.0285;2.357865837;0.0;0.030746;0.783695;0.0
867600;0.06640504348190168;0.0285;2.357865837;0.0;0.031473;0.797837;0.0
871200;0.06501038767455353;0.0285;2.357865837;0.0;0.028118999999999998;0.8041900000000001;0.0
874800;0.06194589016369778;0.0285;2.357865837;0.0;0.020786000000000002;0.800613;0.0
878400;0.09420435382920166;0.0285;2.357865837;0.0;0.018212;0.790432;0.0
882000;0.18693836032925168;0.0285;2.357865837;0.0;0.023447;0.7845979999999999;0.0
885600;0.24591064993127282;0.0285;2.357865837;0.0;0.030779;0.794333;0.0
889200;0.21130719216336688;0.0285;2.357865837;0.0;0.03293;0.820984;0.0
892800;0.1993509362626255;0.0285;2.357865837;0.0;0.030131;0.835091;0.0
896400;0.1949139014879004;0.0285;2.357865837;2.1120000000000003e-06;0.030078;0.831688;0.0
900000;0.21690950700083328;0.0285;2.357865837;4.0030000000000005e-06;0.030134;0.80913;0.0
903600;0.2212572404678319;0.0285;2.357865837;2.8450000000000003e-06;0.033511000000000006;0.774404;0.0
